run_index,profile_name,item_index,product_id,hybrid_score,hybrid_rank,in_hybrid_top7,value_price_pct,shap_price_pct,value_quality_pct,shap_quality_pct,value_popularity_pct,shap_popularity_pct,value_rating_pct,shap_rating_pct,value_recency_pct,shap_recency_pct,value_discount_pct,shap_discount_pct,value_rating_count,shap_rating_count,value_inferred_reviewer_count,shap_inferred_reviewer_count,value_review_text_richness,shap_review_text_richness,shap_base_value,shap_sum_plus_base
11,balanced,224,B08TT63N58,0.15373177466792168,356,False,0.65625,0.052417722748900344,0.025,-0.12620974583123895,0.4175,0.005148168993070193,0.0075,-0.002610428710654552,0.9225,0.012457415773811386,77.0,0.006380940831467157,3527.0,-0.00043579918619318154,8.0,0.00023894729059042882,1922.0,0.0005498479645244304,0.26994218349583693,0.2178792533701142
13,explorer,297,B009LJ2BXA,0.17113272610402563,339,False,0.58125,0.0018950112590185475,0.0875,-0.1163943796586286,0.59375,0.0077498299211671605,0.04375,-0.003314868720978827,0.305,-0.0024542076124720313,35.0,-0.0023169681940160376,7222.0,0.006039180522890576,8.0,2.644092103634302e-05,1322.0,0.010980989931561049,0.26994218349583693,0.1721532118654151
30,loyal,30,B09NL7LBWT,0.12512974324020334,365,False,0.4525,-0.02373186887821061,0.2175,-0.07541399465452597,0.155,-0.003981080273265671,0.3225,-0.006224886454401024,0.49625,-1.43168071225378e-06,45.0,-0.003506635111949891,604.0,-0.003435892332065669,8.0,6.497121770387039e-05,2000.0,-0.02663786141165118,0.26994218349583693,0.12707350391675853
44,explorer,47,B01M6453MB,0.14235593199921612,334,False,0.2574999999999999,-0.04464229136395295,0.3125,-0.05744737397899392,0.455,-0.005484479015255762,0.43625,-0.004451511496269938,0.21375,-0.005277166475161882,25.0,-0.005680010402671152,4118.0,-0.0009317382584529586,8.0,4.578139321670752e-05,1394.0,0.006351432058188213,0.26994218349583693,0.15242482595648332
26,loyal,99,B08PZ6HZLT,0.6515238517131307,13,False,0.1012499999999999,-0.05118613568586568,0.29,-0.040115801964462905,0.5675,0.0005972843856747718,0.31375,-0.0037411139574224984,0.6125,0.007388079848670986,53.0,0.005385569859845585,6347.0,0.002259908395239704,8.0,3.1425938836533355e-05,1399.0,0.0051017296369898395,0.26994218349583693,0.19566312995334328
47,balanced,252,B08CYPB15D,0.20517081307527604,279,False,0.54625,-0.015180987189933257,0.235,-0.06128009971275061,0.5925,0.0013469093759520042,0.33125,-0.00452280184923284,0.08875,-0.00010242243719156716,6.0,-0.0032873440940904787,7199.0,0.0021538876742017397,8.0,6.633943038600986e-05,869.0,0.016797177440342124,0.26994218349583693,0.20593284213352003
11,explorer,120,B07GWTWFS2,0.23790413862935497,246,False,0.32125,-0.029946604932367525,0.6525,0.02837888218660658,0.495,0.0016891502002339643,0.43125,-0.00267820306303008,0.10625,-0.0035430566628255706,14.0,-0.008904857509957034,4716.0,0.0013051463203833978,8.0,6.454251134598493e-05,2000.0,-0.01597563971741845,0.26994218349583693,0.2403315428288082
43,explorer,143,B0B7FJNSZR,0.22928431330529295,271,False,0.155,-0.05353535844918268,0.5725,0.0015040320637396524,0.14,-0.005116155672905538,0.8625,0.007744990960226716,0.88625,0.007291750408284075,73.0,0.009198549415895894,535.0,-0.005579434073822216,8.0,3.254901250087323e-05,2000.0,-0.0077339279883809784,0.26994218349583693,0.22374917917219272
27,balanced,142,B07KKJPTWB,0.2622816516528777,189,False,0.3125,-0.019952998617241143,0.71,0.04792849233875795,0.2375,-0.004976639518913839,0.8675,0.0090247499127685,0.18125,-0.006210966596029269,20.0,-0.010853692571836927,1558.0,-0.007186244592716017,8.0,7.712592911431068e-05,2000.0,-0.015644283959030503,0.26994218349583693,0.26214772582071
49,quality_seeker,291,B0141EZMAI,0.22170934765029443,262,False,0.8362499999999999,0.057757415357180424,0.1275,-0.08652286050588366,0.72,0.008942781203871781,0.07625,-0.0036839113551727907,0.835,0.006011071044627947,66.0,0.003490682608229626,10134.0,0.017200982372463473,8.0,3.677503837801241e-05,1063.0,0.008452336764919308,0.26994218349583693,0.28162745602445105
16,quality_seeker,208,B09X79PP8F,0.17693462167667065,333,False,0.9025,0.057074936860385304,0.0275,-0.14452352207506863,0.0375,-0.004931319198463728,0.20875,-0.0029274441631409326,0.39375,-0.003655920600860089,40.0,-0.002328829264847478,81.0,-0.004409744193403794,8.0,0.0003047693517288377,699.0,0.011349623754238754,0.26994218349583693,0.17589473396640515
4,quality_seeker,10,B09CKSYBLR,0.1777491451569695,345,False,0.4725,-0.027749658527380962,0.2475,-0.0590947009470184,0.27,-0.0015410846913986205,0.4325,-0.002208482646979882,0.31125,-0.002410481654047217,33.0,-0.003275400832413289,1646.0,-0.0025838127229269995,8.0,4.701312207512543e-05,1613.0,-0.0004649336766140139,0.26994218349583693,0.1706606409191327
10,quality_seeker,324,B08243SKCK,0.31014519088630804,112,False,0.92,0.059481975942644184,0.6125,0.02502797288231501,0.34,0.0009635546286260325,0.5975,0.00017754849650163885,0.37875,-0.003889397911386044,37.0,-0.002739583937682954,2737.0,-0.005194693895180334,8.0,3.929614493113879e-05,2000.0,-0.011226604192951007,0.26994218349583693,0.3325822516536546
6,explorer,54,B00935MGHS,0.25207463102320343,206,False,0.425,-0.02935391722635282,0.43,-0.009792877052245989,0.565,0.0013529666824523437,0.60375,0.007468492307629631,0.30375,-0.0021929025890077836,33.0,-8.813624664221584e-06,5967.0,0.00022863295063297475,8.0,4.683224175664348e-05,1150.0,0.012750264974134732,0.26994218349583693,0.2504408621601724
14,quality_seeker,8,B09HSKYMB3,0.16658954754997285,348,False,0.1025,-0.05546973273282432,0.2025,-0.06704674831435704,0.2075,-0.004176545837685694,0.75125,0.013397797920300809,0.16625,-0.0031593220463833832,21.0,-0.0023875187102557665,1376.0,-0.005163216761580822,8.0,4.2879718171536475e-05,590.0,0.01976200508537437,0.26994218349583693,0.1657417818165966
31,balanced,397,B08ZN4B121,0.27571801350273956,175,False,0.635,0.04697383653713622,0.6125,0.026036730676589227,0.8,0.009350825812137965,0.12875,-0.004168834997923492,0.82375,0.0036568995551683517,66.0,0.004321965398822581,14648.0,0.016824535202764623,8.0,3.953068460918705e-05,2000.0,-0.008969642151376172,0.26994218349583693,0.36400803021376543
